student_id,roll_number,first_name,last_name,full_name,gender,age,date_of_birth,email,phone,city,location_type,branch,branch_name,year,semester,admission_date,status,primary_teacher_id,class_coordinator,income_level,annual_income,father_name,father_education,father_occupation,mother_name,mother_education,mother_occupation,siblings,family_size,single_parent,guardian_contact,permanent_address,current_semester_gpa,previous_semester_gpa,cumulative_gpa,gpa_trend,credits_registered_current,credits_completed_current,total_credits_registered,total_credits_completed,credit_completion_rate,first_year_gpa,first_year_credits_completed,first_year_attendance_percent,first_year_dropout_risk,registration_date,registration_delay_days,registration_status,courses_withdrawn_ever,courses_withdrawn_current,total_course_withdrawals,semester_number,courses_failed_ever,courses_repeated,academic_standing,probation_status,status_attendance_total_days,status_attendance_present_days,status_attendance_absent_days,attendance_percentage,attendance_first_half,attendance_second_half,attendance_trend,marks_percentage_mean,marks_percentage_std,marks_percentage_min,marks_percentage_max,marks_obtained_marks_sum,marks_subject_chemistry,marks_subject_computer_science,marks_subject_electronics,marks_subject_mathematics,marks_subject_mechanical_engineering,marks_subject_physics,marks_failing_count,assignment_submission_rate,assignment_late_count,assignment_grade_A,assignment_grade_B,assignment_grade_C,assignment_grade_D,behavior_negative_count,behavior_positive_count,behavior_total_count,library_visits,library_hours,fee_total_paid,fee_pending_count,fee_late_count,total_activities,extra_participates,extra_category_Academic,extra_category_Cultural,extra_category_Other,extra_category_Social,extra_category_Sports,extra_category_Technical,extra_leadership_roles,extra_hours_per_week,extra_total_events,attendance_status_extra_sessions_total,attendance_status_extra_sessions_present,extra_attendance_percentage,dropout_risk_score,dropout_risk
609,CE221011,Daksh,Khanna,Daksh Khanna,Male,19,2006-07-21,daksh.khanna609@student.college.edu,918389386879,Bangalore,Semi-Urban,CE,Civil Engineering,2,1,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,349327,Mr. Aryan Khanna,No Formal Education,Retired,Mrs. Nisha Khanna,Primary,Homemaker,1,4,0,917542383002,"47, Road, Bangalore",7.49,6.15,6.69,Improving,20,16,60,49,81.67,6.85,42,90.85,Low,2025-07-27,0,On Time,0,0,0,3,1,1,Average,No,40,32,8,80.0,85.0,75.0,-10.0,84.36527777777778,11.330872488436466,63.82,100.0,496.55,85.48,88.565,81.07666666666667,79.56666666666666,83.46,88.04333333333334,0.0,50.0,1,1,0,3,0,2.0,0.0,2.0,12.0,13.0,100000,0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,10,Low Risk
610,CE221012,Diya,Mishra,Diya Mishra,Female,18,2006-05-14,diya.mishra610@student.college.edu,918766161396,Coimbatore,Semi-Urban,CE,Civil Engineering,2,1,2025-08-01,Active,53,Prof. Ramesh Choudhury,Lower-Middle,198338,Mr. Rudra Mishra,No Formal Education,Farmer,Mrs. Riya Mishra,Higher Secondary,Retired,2,6,0,917487810138,"133, Lane, Coimbatore",5.15,5.34,5.26,Stable,20,14,60,42,70.0,4.8,36,78.35,Low,2025-07-28,1,On Time,0,0,0,3,1,1,Below Average,No,40,29,11,72.5,60.0,85.0,25.0,77.265,13.686826721862369,51.8,100.0,454.1,70.075,78.55833333333334,84.595,75.27333333333333,74.68166666666666,80.40666666666667,0.0,87.5,2,1,4,0,2,1.0,1.0,2.0,12.0,9.0,100000,0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Medium Risk
611,CE221013,Atharv,Hussain,Atharv Hussain,Male,19,2006-08-22,atharv.hussain611@student.college.edu,918419845118,Indore,Rural,CE,Civil Engineering,2,1,2025-08-01,Active,53,Prof. Ramesh Choudhury,Lower-Middle,182357,Mr. Aarav Hussain,Primary,Small Business,Mrs. Saanvi Hussain,Secondary,Homemaker,1,4,0,919320358454,"299, Road, Indore",5.11,5.12,5.12,Stable,18,14,54,42,77.78,4.77,44,71.0,Low,2025-07-30,3,Late,0,0,0,3,1,1,Below Average,No,40,28,12,70.0,60.0,80.0,20.0,48.48111111111111,13.367398887437789,20.52,74.06,279.13,45.49,58.050000000000004,44.145,46.68833333333333,45.51333333333333,51.0,10.0,75.0,3,2,0,3,1,1.0,2.0,3.0,19.0,29.0,100000,0,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,9.0,56.25,45,Medium Risk
612,CE221014,Simran,Sharma,Simran Sharma,Female,19,2006-10-31,simran.sharma612@student.college.edu,917552818034,Patna,Rural,CE,Civil Engineering,2,1,2025-08-01,Active,53,Prof. Ramesh Choudhury,Low,133756,Mr. Dhruv Sharma,Graduate,Daily Wage Worker,Mrs. Meera Sharma,Primary,Homemaker,2,7,0,919808675729,"241, Street, Patna",6.21,5.51,5.79,Improving,18,13,54,39,72.22,5.24,36,75.18,Low,2025-07-30,3,Late,2,0,2,3,0,0,Average,No,40,28,12,70.0,60.0,80.0,20.0,41.283611111111114,14.942621524212978,4.7,66.14,256.02,42.33,42.37166666666666,45.26,35.03666666666667,46.53333333333333,36.17,15.0,75.0,2,2,2,1,1,1.0,1.0,2.0,12.0,9.0,15000,3,0.0,3,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.666666666666667,13.0,88.0,68.0,77.27272727272727,45,Medium Risk
613,CE221015,Priya,Mehta,Priya Mehta,Female,18,2006-04-11,priya.mehta613@student.college.edu,917930550844,Ghaziabad,Urban,CE,Civil Engineering,2,1,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,483637,Mr. Abhinav Mehta,Higher Secondary,Daily Wage Worker,Mrs. Ananya Mehta,Primary,Government Employee,0,5,0,918646348653,"20, Lane, Ghaziabad",6.9,6.65,6.75,Stable,22,20,66,61,92.42,6.92,36,74.83,Low,2025-07-27,0,On Time,1,0,1,3,1,1,Average,No,40,22,18,55.00000000000001,65.0,45.0,-20.0,42.835,15.904170612048366,19.44,74.95,246.61,43.835,36.766666666666666,38.76,46.348333333333336,44.88333333333333,46.416666666666664,20.0,100.0,1,0,4,3,1,1.0,1.0,2.0,12.0,12.0,100000,0,0.0,2,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,7.0,16.0,14.0,87.5,40,Medium Risk
614,CE221016,Saanvi,Arora,Saanvi Arora,Female,20,2006-07-16,saanvi.arora614@student.college.edu,918733798534,Ghaziabad,Semi-Urban,CE,Civil Engineering,2,1,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,516796,Mr. Ishaan Arora,Graduate,Small Business,Mrs. Diya Arora,Secondary,Farmer,3,6,0,919982673451,"157, Street, Ghaziabad",7.4,7.4,7.4,Stable,22,18,66,55,83.33,7.67,36,87.63,Low,2025-07-27,0,On Time,1,0,1,3,1,0,Good,No,40,30,10,75.0,75.0,75.0,0.0,51.721944444444446,15.318257420373422,20.21,90.39,320.46,52.64000000000001,54.781666666666666,51.208333333333336,48.791666666666664,46.53,56.379999999999995,9.0,62.5,1,1,1,3,0,1.0,1.0,2.0,17.0,15.0,100000,0,1.0,2,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.5,14.0,40.0,30.0,75.0,0,Low Risk
615,CE221017,Shivansh,Reddy,Shivansh Reddy,Male,18,2006-03-06,shivansh.reddy615@student.college.edu,917682563101,Vadodara,Urban,CE,Civil Engineering,2,1,2025-08-01,Active,53,Prof. Ramesh Choudhury,High,1016246,Mr. Advait Reddy,Post-Graduate,Farmer,Mrs. Neha Reddy,No Formal Education,Homemaker,1,6,0,918475569157,"433, Lane, Vadodara",6.02,5.25,5.56,Improving,22,14,66,42,63.64,5.1,36,83.41,Low,2025-07-27,0,On Time,0,0,0,3,2,1,Average,No,40,31,9,77.5,80.0,75.0,-5.0,80.81861111111111,17.503009888551464,45.12,100.0,492.9,83.99166666666666,75.59833333333333,94.11500000000001,74.38,80.44333333333333,76.38333333333334,0.0,75.0,1,3,2,1,0,2.0,1.0,3.0,19.0,14.0,100000,0,0.0,2,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,16.0,10.0,62.5,20,Low Risk
616,CE221018,Aarav,Agarwal,Aarav Agarwal,Male,20,2006-08-31,aarav.agarwal616@student.college.edu,918375230743,Ghaziabad,Urban,CE,Civil Engineering,2,1,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,516292,Mr. Amit Agarwal,Secondary,Small Business,Mrs. Suman Agarwal,Primary,Homemaker,2,4,1,918348309501,"161, Lane, Ghaziabad",8.07,7.89,7.96,Stable,20,18,60,54,90.0,7.24,42,71.53,Low,2025-07-27,0,On Time,0,0,0,3,0,0,Good,No,40,29,11,72.5,65.0,80.0,15.0,65.21805555555555,15.163533101197466,40.8,100.0,392.76,68.13666666666667,67.03166666666667,53.681666666666665,65.755,63.23,73.47333333333334,0.0,62.5,1,1,2,1,1,1.0,1.0,2.0,15.0,13.0,65000,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Low Risk
617,CE221019,Tara,Gupta,Tara Gupta,Female,18,2006-03-08,tara.gupta617@student.college.edu,919500300096,Chennai,Rural,CE,Civil Engineering,2,1,2025-08-01,Active,53,Prof. Ramesh Choudhury,Lower-Middle,190989,Mr. Shivansh Gupta,Higher Secondary,Daily Wage Worker,Mrs. Anvi Gupta,No Formal Education,Homemaker,2,3,1,919100401162,"384, Street, Chennai",5.35,5.45,5.41,Stable,18,11,54,34,62.96,5.09,42,73.9,Low,2025-07-27,0,On Time,0,1,1,3,0,0,Below Average,No,40,33,7,82.5,80.0,85.0,5.0,74.66305555555556,19.113606644698272,37.7,100.0,453.8,80.8,60.685,85.30666666666667,65.24,82.10333333333334,73.84333333333333,1.0,25.0,0,0,2,0,0,1.0,1.0,2.0,14.0,6.0,100000,0,2.0,4,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.25,17.0,112.0,90.0,80.35714285714286,30,Low Risk
618,CE222001,Aarohi,Iyer,Aarohi Iyer,Female,18,2006-08-15,aarohi.iyer618@student.college.edu,918604178610,Ludhiana,Semi-Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Low,73205,Mr. Aarav Iyer,Secondary,Government Employee,Mrs. Simran Iyer,Higher Secondary,Homemaker,2,4,0,917520153248,"43, Lane, Ludhiana",6.87,5.58,6.1,Improving,18,17,72,68,94.44,5.95,42,83.26,Low,2025-07-28,1,On Time,1,0,1,4,0,0,Average,No,40,34,6,85.0,80.0,90.0,10.0,82.29222222222222,15.404318710044757,43.75,100.0,503.87,80.87333333333333,81.83,88.34166666666665,78.17833333333333,85.35666666666667,79.17333333333333,0.0,100.0,5,5,0,2,1,1.0,2.0,3.0,8.0,6.0,85000,1,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15,Low Risk
619,CE222002,Ira,Choudhury,Ira Choudhury,Female,19,2006-07-12,ira.choudhury619@student.college.edu,917386491833,Bangalore,Semi-Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Low,74746,Mr. Shaurya Choudhury,Graduate,Professional,Mrs. Pooja Choudhury,Primary,Homemaker,2,6,0,917541820742,"370, Lane, Bangalore",8.2,7.04,7.5,Improving,24,19,96,77,80.21,7.78,44,70.91,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No,40,30,10,75.0,80.0,70.0,-10.0,70.99305555555556,17.551771228396532,36.65,100.0,426.66,73.12833333333333,75.43166666666667,73.83833333333332,65.35166666666667,67.87,70.33833333333332,2.0,87.5,1,1,3,2,1,2.0,1.0,3.0,14.0,7.0,0,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Low Risk
620,CE222003,Ishaan,Kapoor,Ishaan Kapoor,Male,18,2006-01-15,ishaan.kapoor620@student.college.edu,918279668152,Kanpur,Semi-Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Lower-Middle,241974,Mr. Ankit Kapoor,Secondary,Self-Employed,Mrs. Ritika Kapoor,Secondary,Salaried Employee,2,4,1,919191359680,"442, Road, Kanpur",7.73,7.79,7.77,Stable,20,17,80,71,88.75,8.13,42,82.51,Low,2025-07-28,1,On Time,1,0,1,4,0,0,Good,No,40,38,2,95.0,100.0,90.0,-10.0,54.47666666666667,16.516521771504177,24.34,86.22,311.02,55.70166666666666,56.35166666666667,47.324999999999996,57.98333333333333,53.155,56.343333333333334,8.0,62.5,2,1,2,1,1,1.0,1.0,2.0,8.0,7.0,100000,0,0.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,16.0,11.0,68.75,0,Low Risk
621,CE222004,Dhruv,Jain,Dhruv Jain,Male,20,2006-04-10,dhruv.jain621@student.college.edu,917148684289,Hyderabad,Rural,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Low,75174,Mr. Raj Jain,Graduate,Retired,Mrs. Navya Jain,Secondary,Homemaker,1,3,0,918905949550,"129, Lane, Hyderabad",7.69,7.55,7.61,Stable,24,19,96,77,80.21,7.85,42,80.68,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No,40,33,7,82.5,90.0,75.0,-15.0,42.05555555555556,11.717108479104864,21.28,64.75,256.06,34.93333333333333,42.916666666666664,47.97833333333333,47.45666666666667,42.42,36.62833333333333,15.0,62.5,0,1,2,2,0,1.0,1.0,2.0,14.0,19.0,85000,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Low Risk
622,CE222005,Deepak,Kumar,Deepak Kumar,Male,20,2006-05-16,deepak.kumar622@student.college.edu,918767175610,Hyderabad,Semi-Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Low,83210,Mr. Arnav Kumar,Higher Secondary,Professional,Mrs. Mira Kumar,Higher Secondary,Homemaker,1,3,0,919556277090,"500, Road, Hyderabad",7.84,8.07,7.98,Stable,18,16,72,67,93.06,7.78,42,71.33,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No,40,30,10,75.0,75.0,75.0,0.0,43.384166666666665,15.626617287728742,16.97,73.15,270.23,38.72833333333333,42.29333333333333,44.61833333333333,41.86833333333333,49.041666666666664,43.754999999999995,13.0,75.0,1,1,3,0,2,1.0,1.0,2.0,12.0,9.0,35000,3,1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,16.0,11.0,68.75,10,Low Risk
623,CE222006,Anjali,Nair,Anjali Nair,Female,20,2006-10-06,anjali.nair623@student.college.edu,917324893783,Delhi,Rural,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Lower-Middle,237853,Mr. Daksh Nair,Primary,Professional,Mrs. Anvi Nair,Higher Secondary,Self-Employed,1,7,0,919589513856,"126, Lane, Delhi",7.89,6.49,7.05,Improving,18,14,72,58,80.56,7.26,38,75.11,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No,40,33,7,82.5,80.0,85.0,5.0,70.81083333333333,20.668197429867945,35.99,100.0,425.68,77.78,68.92333333333333,62.675000000000004,69.36833333333333,74.15166666666666,71.96666666666667,3.0,62.5,1,2,3,0,0,1.0,1.0,2.0,17.0,13.0,100000,0,1.0,2,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5,1.0,40.0,20.0,50.0,0,Low Risk
624,CE222007,Neha,Agarwal,Neha Agarwal,Female,18,2006-02-08,neha.agarwal624@student.college.edu,919560716541,Kanpur,Rural,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Lower-Middle,180985,Mr. Sai Agarwal,Higher Secondary,Self-Employed,Mrs. Siya Agarwal,Primary,Homemaker,2,7,0,918753345254,"382, Street, Kanpur",6.36,7.84,7.25,Declining,24,21,96,87,90.62,7.08,38,74.18,Low,2025-07-28,1,On Time,0,0,0,4,0,0,Good,No,40,28,12,70.0,70.0,70.0,0.0,62.15138888888888,16.281967440397324,39.37,95.13,376.66,59.275,68.36333333333333,61.37833333333333,56.31166666666667,63.53,64.05,2.0,62.5,0,2,2,0,1,1.0,1.0,2.0,8.0,0.0,85000,1,1.0,3,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.6666666666666665,11.0,96.0,66.0,68.75,20,Low Risk
625,CE222008,Diya,Mehta,Diya Mehta,Female,19,2006-08-01,diya.mehta625@student.college.edu,919873897644,Delhi,Semi-Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Upper-Middle,614897,Mr. Reyansh Mehta,Secondary,Salaried Employee,Mrs. Saanvi Mehta,Secondary,Small Business,3,7,1,917045418475,"56, Lane, Delhi",5.64,6.96,6.43,Declining,24,21,96,87,90.62,5.68,44,73.75,Low,2025-07-27,0,On Time,1,0,1,4,1,1,Average,No,40,25,15,62.5,80.0,45.0,-35.0,47.22555555555555,15.696741325955788,14.9,80.73,284.47,46.51333333333333,41.875,40.071666666666665,51.6,52.083333333333336,51.21,12.0,87.5,1,4,2,1,0,1.0,1.0,2.0,12.0,9.0,100000,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,Medium Risk
626,CE222009,Sara,Sharma,Sara Sharma,Female,19,2006-02-25,sara.sharma626@student.college.edu,917787740891,Ghaziabad,Semi-Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,304800,Mr. Rudra Sharma,Graduate,Retired,Mrs. Aditi Sharma,No Formal Education,Homemaker,2,3,0,919967180729,"236, Lane, Ghaziabad",8.35,8.29,8.31,Stable,22,21,88,84,95.45,8.62,38,70.14,Low,2025-07-30,3,Late,0,1,1,4,0,0,Good,No,40,35,5,87.5,90.0,85.0,-5.0,66.75722222222223,17.879675230529394,36.16,100.0,381.33,62.56666666666666,69.40833333333333,61.041666666666664,61.92833333333334,67.505,78.09333333333333,1.0,100.0,3,2,5,0,1,0.0,3.0,3.0,16.0,23.0,100000,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Low Risk
627,CE222010,Sunita,Tiwari,Sunita Tiwari,Female,20,2006-11-20,sunita.tiwari627@student.college.edu,918806931584,Delhi,Semi-Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,360386,Mr. Manoj Tiwari,Higher Secondary,Small Business,Mrs. Anvi Tiwari,Primary,Retired,2,5,0,919367523131,"142, Road, Delhi",7.61,6.21,6.77,Improving,20,16,80,64,80.0,6.72,38,68.52,Low,2025-07-27,0,On Time,2,0,2,4,0,0,Average,No,40,24,16,60.0,70.0,50.0,-20.0,64.63444444444445,15.920673073432264,35.71,99.84,396.67,58.169999999999995,67.60000000000001,64.35333333333334,56.815,63.85333333333333,77.015,3.0,87.5,3,3,2,2,0,1.0,2.0,3.0,14.0,10.0,100000,0,1.0,3,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,6.0,48.0,31.0,64.58333333333334,30,Low Risk
628,CE222011,Aanya,Chatterjee,Aanya Chatterjee,Female,19,2006-08-30,aanya.chatterjee628@student.college.edu,919437037930,Bangalore,Semi-Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,365335,Mr. Vihaan Chatterjee,Primary,Self-Employed,Mrs. Pooja Chatterjee,No Formal Education,Government Employee,0,6,0,919768347591,"206, Lane, Bangalore",7.55,7.53,7.54,Stable,20,16,80,66,82.5,7.98,36,73.6,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Good,No,40,37,3,92.5,90.0,95.0,5.0,54.68972222222222,18.36701600869047,15.34,90.7,335.71,62.53666666666667,54.651666666666664,41.81666666666667,55.56,70.76,42.81333333333333,9.0,62.5,1,1,3,1,0,1.0,1.0,2.0,10.0,9.0,85000,1,0.0,2,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,25.0,32.0,27.0,84.375,5,Low Risk
629,CE222012,Arjun,Arora,Arjun Arora,Male,19,2006-03-20,arjun.arora629@student.college.edu,918592070115,Bangalore,Semi-Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,377474,Mr. Sai Arora,No Formal Education,Farmer,Mrs. Siya Arora,Secondary,Homemaker,0,4,0,917437162443,"254, Street, Bangalore",7.47,7.41,7.43,Stable,18,15,72,62,86.11,7.36,42,92.9,Low,2025-07-27,0,On Time,0,0,0,4,1,1,Good,No,40,31,9,77.5,90.0,65.0,-25.0,51.134166666666665,14.279893031812252,22.93,75.04,295.44,45.19166666666666,50.23333333333333,53.32333333333333,47.276666666666664,62.51,48.27,6.0,75.0,1,3,3,0,0,2.0,1.0,3.0,12.0,9.0,100000,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,Low Risk
630,CE222013,Sara,Bose,Sara Bose,Female,20,2006-02-17,sara.bose630@student.college.edu,919440068236,Patna,Semi-Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,354963,Mr. Arjun Bose,No Formal Education,Salaried Employee,Mrs. Sara Bose,Higher Secondary,Government Employee,1,3,1,919975719663,"243, Street, Patna",6.24,5.37,5.72,Improving,18,11,72,46,63.89,5.03,40,87.9,Low,2025-07-29,2,On Time,1,0,1,4,1,1,Average,No,40,29,11,72.5,80.0,65.0,-15.0,50.013888888888886,15.88255004314533,9.3,84.1,307.01,48.678333333333335,46.379999999999995,51.08833333333333,56.84166666666666,48.615,48.48,9.0,87.5,1,3,2,2,0,1.0,1.0,2.0,5.0,5.0,65000,1,1.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.5,9.0,16.0,15.0,93.75,45,Medium Risk
631,CE222014,Ayaan,Verma,Ayaan Verma,Male,20,2006-10-03,ayaan.verma631@student.college.edu,918243638973,Ghaziabad,Rural,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,439757,Mr. Shivansh Verma,Primary,Professional,Mrs. Ananya Verma,Primary,Homemaker,1,6,0,917686279093,"412, Street, Ghaziabad",7.16,6.93,7.02,Stable,24,22,96,88,91.67,6.07,38,75.93,Low,2025-07-27,0,On Time,0,1,1,4,0,0,Good,No,40,33,7,82.5,85.0,80.0,-5.0,56.77305555555555,14.826701168489318,32.3,81.19,337.6,63.375,57.464999999999996,57.07833333333334,46.81833333333333,59.42166666666666,56.48,5.0,62.5,1,2,1,1,1,1.0,1.0,2.0,5.0,6.0,65000,1,2.0,3,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.3333333333333335,6.0,88.0,57.0,64.77272727272727,5,Low Risk
632,CE222015,Ritika,Hussain,Ritika Hussain,Female,19,2006-04-03,ritika.hussain632@student.college.edu,919958182837,Pune,Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,370345,Mr. Vedant Hussain,Secondary,Government Employee,Mrs. Divya Hussain,Primary,Homemaker,0,4,0,919044812257,"151, Road, Pune",4.71,5.71,5.31,Declining,24,18,96,72,75.0,4.41,40,65.27,Low,2025-07-27,0,On Time,0,0,0,4,0,0,Below Average,No,40,23,17,57.49999999999999,65.0,50.0,-15.0,70.55888888888889,16.270527566787354,39.15,100.0,409.19,72.50833333333334,71.31,76.50166666666667,69.01333333333334,55.925000000000004,78.095,1.0,87.5,2,3,2,1,1,0.0,1.0,1.0,19.0,18.0,65000,1,2.0,3,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.6666666666666665,9.0,56.0,38.0,67.85714285714286,65,High Risk
633,CE222016,Pooja,Patel,Pooja Patel,Female,19,2006-05-13,pooja.patel633@student.college.edu,918784099768,Kolkata,Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Middle,358769,Mr. Manoj Patel,Graduate,Farmer,Mrs. Saanvi Patel,Primary,Self-Employed,3,6,0,917648497811,"215, Lane, Kolkata",7.87,7.12,7.42,Improving,24,19,96,77,80.21,7.87,40,72.31,Low,2025-07-30,3,Late,0,0,0,4,0,0,Good,No,40,31,9,77.5,70.0,85.0,15.0,51.75611111111111,13.90164682490691,24.81,80.29,306.11,48.166666666666664,54.098333333333336,50.77833333333333,64.32666666666667,50.68333333333334,42.483333333333334,8.0,87.5,2,4,3,0,0,1.0,1.0,2.0,12.0,9.0,65000,1,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,16.0,15.0,93.75,5,Low Risk
634,CE222017,Siddharth,Choudhury,Siddharth Choudhury,Male,20,2006-07-27,siddharth.choudhury634@student.college.edu,918512567855,Patna,Semi-Urban,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Lower-Middle,245825,Mr. Ajay Choudhury,Secondary,Small Business,Mrs. Ananya Choudhury,Primary,Self-Employed,2,7,0,919036615813,"247, Street, Patna",7.64,6.74,7.1,Improving,22,18,88,74,84.09,6.89,38,72.47,Low,2025-07-28,1,On Time,0,0,0,4,0,0,Good,No,40,34,6,85.0,80.0,90.0,10.0,56.99555555555556,18.265879892684293,26.0,100.0,340.26,69.90833333333333,49.410000000000004,54.708333333333336,62.14666666666667,55.754999999999995,50.044999999999995,8.0,75.0,1,2,1,0,3,1.0,2.0,3.0,13.0,24.0,85000,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,Low Risk
635,CE222018,Shaurya,Saxena,Shaurya Saxena,Male,18,2006-02-14,shaurya.saxena635@student.college.edu,917621338213,Chennai,Rural,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Low,126601,Mr. Vikram Saxena,Secondary,Retired,Mrs. Kiara Saxena,No Formal Education,Small Business,2,6,1,918720112932,"207, Lane, Chennai",6.46,5.02,5.6,Improving,18,13,72,52,72.22,5.15,40,80.55,Low,2025-08-03,7,Late,0,0,0,4,1,1,Average,No,40,33,7,82.5,85.0,80.0,-5.0,54.969166666666666,16.650729434901216,20.79,83.56,331.48,45.574999999999996,61.93333333333334,52.693333333333335,57.163333333333334,54.208333333333336,58.241666666666674,7.0,87.5,1,0,6,0,1,1.0,1.0,2.0,13.0,19.0,70000,2,2.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.5,10.0,72.0,51.0,70.83333333333334,30,Low Risk
636,CE222019,Rani,Pandey,Rani Pandey,Female,20,2006-05-18,rani.pandey636@student.college.edu,918387175118,Kolkata,Rural,CE,Civil Engineering,2,2,2025-08-01,Active,53,Prof. Ramesh Choudhury,Low,116048,Mr. Prakash Pandey,Graduate,Government Employee,Mrs. Sneha Pandey,Primary,Self-Employed,0,3,0,918246898190,"453, Road, Kolkata",5.07,6.2,5.75,Declining,18,13,72,55,76.39,5.2,44,87.11,Low,2025-08-01,5,Late,1,0,1,4,2,1,Average,No,40,33,7,82.5,95.0,70.0,-25.0,54.094722222222224,16.745606926869097,28.64,93.77,315.53000000000003,47.48,54.13666666666666,58.651666666666664,59.873333333333335,57.89333333333334,46.53333333333333,7.0,87.5,1,2,5,0,0,1.0,1.0,2.0,7.0,4.0,85000,1,1.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,30,Low Risk
